trajectory_id,batch_id,task_dir,absolute_task_dir,source_path,solve_out_path,trace_path,duplicate_content_hash,total_duration,workspace_status,metrics_path,judgement_log_path,judge_output_path,contamination_path,disallowed_path,scaffold_family,agent_model,effort_or_mode,budget_hours,benchmark,base_model,run_replicate,raw_task_name,inventory_reasons,harness_family,batch_run,configuration_id,cell_id,duplicate_group_size,duplicate_group_id,source_format,parser_confidence,behavior_status,trajectory_status,metrics_status,contamination_status,disallowed_model_status,terminal_event,event_count,command_call_count,activity_count,training_count,evaluation_count,checkpoint_count,debug_count,data_preparation_count,monitoring_count,training_experiment_count,initial_objective,initial_objective_signature,known_objective_count,valid_objective_pair_count,same_objective_count,objective_change_count,objective_change_rate,within_objective_rate,observed_objective_change,first_objective_change_progress,episode_count,final_metric,best_metric,evaluation_point_count,workspace_metric_count,unknown_evidence,parse_lines,json_lines,malformed_json_lines,filter_reasons,consistency_check_status,consistency_checker,review_correction_count,review_corrections
1961e49b3ddeb2cb65e6,codex_non_api_high_gpt-5.3-codex_10h_run1,codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058/solve_out.txt,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058/solve_out.txt,,0e1479691eb187d8cc66fd5195af447890b7d7f398069ac4b20706623d5b630c,03:24:55,present,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058/metrics.json,,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058/judge_output.json,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058/contamination_judgement.txt,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run1/healthbench_google_gemma-3-4b-pt_16877058/disallowed_model_judgement.txt,codex,GPT-5.3 Codex,high,10,HealthBench,Gemma-3-4B-PT,16877058,healthbench_google_gemma-3-4b-pt_16877058,[],Codex,run1,codex_non_api_high_gpt-5.3-codex_10h_run1::HealthBench::Gemma-3-4B-PT,HealthBench__Gemma-3-4B-PT,1,,codex_jsonl,high,complete,complete,valid,clean,clean,True,1040,234,59,5,16,23,15,0,86,5,supervised_likelihood,supervised_likelihood,5,4,4,0,0.0,1.0,False,,6,0.27857570317175345,0.27857570317175345,2,0,False,1050,1040,0,[],checked,deterministic_rules,0,[]
19b308b56a1447c1d6ee,glmx_glm-5.2-preview_1m__10h_run3,glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101/solve_out.txt,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101/solve_out.txt,,e082bb6e27bde859495e635c4c4af4692c3db78dbc1bc7a8eeeea2b968c72a8d,09:32:34,present,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101/metrics.json,,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101/judge_output.json,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101/contamination_judgement.txt,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101/disallowed_model_judgement.txt,other,GLM-5.2 Preview,1m,10,AIME 2025,SmolLM3-3B-Base,17345101,aime2025_HuggingFaceTB_SmolLM3-3B-Base_17345101,[],GLM-X,run3,glmx_glm-5.2-preview_1m__10h_run3::AIME 2025::SmolLM3-3B-Base,AIME 2025__SmolLM3-3B-Base,1,,claude_jsonl,high,complete,complete,valid,clean,clean,True,761,139,14,0,10,1,3,0,59,0,no_parameter_update,,0,0,0,0,,,False,,1,0.13333333333333333,0.13333333333333333,1,0,False,666,656,0,[],checked,deterministic_rules,0,[]
1a2c8c03b46664d10ad9,opencode_opencode_minimax-m2.1-free_10h,opencode_opencode_minimax-m2.1-free_10h/arenahardwriting_google_gemma-3-4b-pt_16807868,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/arenahardwriting_google_gemma-3-4b-pt_16807868,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/arenahardwriting_google_gemma-3-4b-pt_16807868/solve_out.txt,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/arenahardwriting_google_gemma-3-4b-pt_16807868/solve_out.txt,,4208618c63bbaa390dfa235ea678ac2a516ea1488777ad97b8e093844a3ff07d,00:00:20,present,,,,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/arenahardwriting_google_gemma-3-4b-pt_16807868/contamination_judgement.txt,data/PostTrainBench-Trajectories/opencode_opencode_minimax-m2.1-free_10h/arenahardwriting_google_gemma-3-4b-pt_16807868/disallowed_model_judgement.txt,other,MiniMax M2.1,,10,ArenaHardWriting,Gemma-3-4B-PT,16807868,arenahardwriting_google_gemma-3-4b-pt_16807868,[],OpenCode,single,opencode_opencode_minimax-m2.1-free_10h::ArenaHardWriting::Gemma-3-4B-PT,ArenaHardWriting__Gemma-3-4B-PT,1,,unparsed,none,unavailable,unknown,missing,clean,clean,False,0,0,0,0,0,0,0,0,0,0,observation_unavailable,,0,0,0,0,,,False,,1,,,0,0,True,29,0,4,"['unparsed_source', 'missing_evaluation_points', 'missing_metrics']",checked,deterministic_rules,0,[]
1adc6d2b181cbbc82428,codex_non_api_high_gpt-5.3-codex_10h_run3,codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983/solve_out.txt,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983/solve_out.txt,,e044a70ff7dad8610cf4a2efa6eaa31adfd9ee71b7964c4d1c3e894f38d95ea0,02:04:43,present,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983/metrics.json,,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983/judge_output.json,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983/contamination_judgement.txt,data/PostTrainBench-Trajectories/codex_non_api_high_gpt-5.3-codex_10h_run3/aime2025_Qwen_Qwen3-1.7B-Base_16919983/disallowed_model_judgement.txt,codex,GPT-5.3 Codex,high,10,AIME 2025,Qwen3-1.7B-Base,16919983,aime2025_Qwen_Qwen3-1.7B-Base_16919983,[],Codex,run3,codex_non_api_high_gpt-5.3-codex_10h_run3::AIME 2025::Qwen3-1.7B-Base,AIME 2025__Qwen3-1.7B-Base,1,,codex_jsonl,high,complete,complete,valid,clean,clean,True,520,120,51,5,32,7,0,7,4,5,objective_unknown,objective_unknown,0,0,0,0,,,False,,6,0.0,0.0,1,0,False,530,520,0,[],checked,deterministic_rules,0,[]
1afa81f82257c9a29d13,opencode_opencode_glm-4.7-free_10h,opencode_opencode_glm-4.7-free_10h/gpqamain_Qwen_Qwen3-1.7B-Base_16788337,data/PostTrainBench-Trajectories/opencode_opencode_glm-4.7-free_10h/gpqamain_Qwen_Qwen3-1.7B-Base_16788337,data/PostTrainBench-Trajectories/opencode_opencode_glm-4.7-free_10h/gpqamain_Qwen_Qwen3-1.7B-Base_16788337/solve_out.txt,data/PostTrainBench-Trajectories/opencode_opencode_glm-4.7-free_10h/gpqamain_Qwen_Qwen3-1.7B-Base_16788337/solve_out.txt,,44f266a045f9548eac05fe6360259881137a5e4a9756b4bcea73a17fd1685a37,10:05:00,present,,,,data/PostTrainBench-Trajectories/opencode_opencode_glm-4.7-free_10h/gpqamain_Qwen_Qwen3-1.7B-Base_16788337/contamination_judgement.txt,data/PostTrainBench-Trajectories/opencode_opencode_glm-4.7-free_10h/gpqamain_Qwen_Qwen3-1.7B-Base_16788337/disallowed_model_judgement.txt,other,GLM-4.7,,10,GPQA Main,Qwen3-1.7B-Base,16788337,gpqamain_Qwen_Qwen3-1.7B-Base_16788337,[],OpenCode,single,opencode_opencode_glm-4.7-free_10h::GPQA Main::Qwen3-1.7B-Base,GPQA Main__Qwen3-1.7B-Base,1,,opencode_jsonl,high,complete,complete,missing,clean,clean,True,511,176,57,11,32,8,6,0,31,11,supervised_likelihood,supervised_likelihood,11,10,10,0,0.0,1.0,False,,12,,,0,0,True,521,511,0,"['missing_evaluation_points', 'missing_metrics']",checked,deterministic_rules,0,[]
1b0590c94b269d010942,codex_non_api_high_reprompt_gpt-5.4_10h,codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340/solve_out.txt,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340/solve_out.txt,,d53ebfd14e93a83fc00067e801d824e46f52d997c25704150efbf19743355176,09:30:58,present,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340/metrics.json,,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340/judge_output.json,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340/contamination_judgement.txt,data/PostTrainBench-Trajectories/codex_non_api_high_reprompt_gpt-5.4_10h/bfcl_google_gemma-3-4b-pt_17073340/disallowed_model_judgement.txt,codex,GPT-5.4 Codex,high,10,BFCL,Gemma-3-4B-PT,17073340,bfcl_google_gemma-3-4b-pt_17073340,[],Codex,reprompt,codex_non_api_high_reprompt_gpt-5.4_10h::BFCL::Gemma-3-4B-PT,BFCL__Gemma-3-4B-PT,1,,codex_jsonl,high,complete,complete,valid,clean,clean,True,2434,162,66,0,22,26,15,3,12,0,no_parameter_update,,0,0,0,0,,,False,,1,1.0,1.0,1,0,False,2467,2434,0,[],checked,deterministic_rules,0,[]
1b44c2f29c96b653fdf4,claude_non_api_claude-opus-4-6_1m__10h_run1,claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126/solve_out.txt,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126/solve_out.txt,,e69fe44677fd4542983f2dcf9d973d57d71d4d71dce151df8a9f10b5fffc5445,08:33:56,present,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126/metrics.json,,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126/judge_output.json,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126/contamination_judgement.txt,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run1/bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126/disallowed_model_judgement.txt,claude,Claude Opus 4.6,1m,10,BFCL,SmolLM3-3B-Base,16958126,bfcl_HuggingFaceTB_SmolLM3-3B-Base_16958126,[],Claude,run1,claude_non_api_claude-opus-4-6_1m__10h_run1::BFCL::SmolLM3-3B-Base,BFCL__SmolLM3-3B-Base,1,,claude_jsonl,high,complete,complete,valid,clean,clean,True,593,158,41,8,19,10,0,4,34,8,supervised_likelihood,supervised_likelihood,8,7,7,0,0.0,1.0,False,,9,0.9,0.9,1,0,False,518,508,0,[],checked,deterministic_rules,0,[]
1b5478a9ba4bdcd1afbc,opencode_opencode_kimi-k2.5_10h_run2,opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231/solve_out.txt,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231/solve_out.txt,,2e5d9638d4a87c03e7c6a3fb23ccb3653ae4f49cb1df1daa2476aacf518f7a3e,01:36:02,present,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231/metrics.json,,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231/judge_output.json,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231/contamination_judgement.txt,data/PostTrainBench-Trajectories/opencode_opencode_kimi-k2.5_10h_run2/aime2025_Qwen_Qwen3-4B-Base_16853231/disallowed_model_judgement.txt,other,Kimi K2.5,,10,AIME 2025,Qwen3-4B-Base,16853231,aime2025_Qwen_Qwen3-4B-Base_16853231,[],OpenCode,run2,opencode_opencode_kimi-k2.5_10h_run2::AIME 2025::Qwen3-4B-Base,AIME 2025__Qwen3-4B-Base,2,2e5d9638d4a87c03e7c6a3fb23ccb3653ae4f49cb1df1daa2476aacf518f7a3e,opencode_jsonl,high,complete,complete,valid,clean,clean,True,422,104,18,11,5,1,1,0,6,11,supervised_likelihood,supervised_likelihood,10,8,8,0,0.0,1.0,False,,12,0.06666666666666667,0.06666666666666667,1,0,False,435,422,0,[],checked,deterministic_rules,0,[]
1b65d2d72bf4a8cc5778,claude_claude-opus-4-6_10h_run3,claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/solve_out.txt,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/solve_out.txt,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/trace.txt,661a5b9ab3a0d80eb14da71d327e2cceaa0969cfa51be69222fcfdfc785cbb5e,10:05:00,present,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/metrics.json,,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/judge_output.json,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/contamination_judgement.txt,data/PostTrainBench-Trajectories/claude_claude-opus-4-6_10h_run3/gpqamain_Qwen_Qwen3-1.7B-Base_16852570/disallowed_model_judgement.txt,claude,Claude Opus 4.6,,10,GPQA Main,Qwen3-1.7B-Base,16852570,gpqamain_Qwen_Qwen3-1.7B-Base_16852570,[],Claude,run3,claude_claude-opus-4-6_10h_run3::GPQA Main::Qwen3-1.7B-Base,GPQA Main__Qwen3-1.7B-Base,1,,claude_jsonl,high,partial,incomplete,valid,clean,clean,False,766,243,57,10,41,5,0,1,41,10,supervised_likelihood,supervised_likelihood,10,9,9,0,0.0,1.0,False,,11,0.24776785714285715,0.24776785714285715,1,0,False,646,636,0,[],checked,deterministic_rules,0,[]
1b6bdb2a1899a4134c8d,opencode_zai_glm-5_10h_run2,opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/solve_out.txt,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/solve_out.txt,,5af3102a8a628d79b6cbfddf336988011673a37461548dfc1aea2a9bc0e2da6b,06:32:02,present,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/metrics.json,,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/judge_output.json,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/contamination_judgement.txt,data/PostTrainBench-Trajectories/opencode_zai_glm-5_10h_run2/healthbench_google_gemma-3-4b-pt_16853195/disallowed_model_judgement.txt,other,GLM-5,,10,HealthBench,Gemma-3-4B-PT,16853195,healthbench_google_gemma-3-4b-pt_16853195,[],OpenCode,run2,opencode_zai_glm-5_10h_run2::HealthBench::Gemma-3-4B-PT,HealthBench__Gemma-3-4B-PT,2,5af3102a8a628d79b6cbfddf336988011673a37461548dfc1aea2a9bc0e2da6b,opencode_jsonl,high,complete,complete,valid,clean,clean,True,311,114,31,6,16,4,5,0,27,6,supervised_likelihood,supervised_likelihood,6,5,5,0,0.0,1.0,False,,7,0.32704967085577497,0.489,12,0,False,324,311,0,[],checked,deterministic_rules,0,[]
1b7b314ceb25f56c238c,claude_non_api_claude-opus-4-6_1m__10h_run3,claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786/solve_out.txt,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786/solve_out.txt,,0641c7206e778d9e7ee192063931e22d96a4896a6a7ae30fd9523fb63c0e1b6c,06:30:08,present,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786/metrics.json,,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786/judge_output.json,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786/contamination_judgement.txt,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-6_1m__10h_run3/gpqamain_google_gemma-3-4b-pt_16961786/disallowed_model_judgement.txt,claude,Claude Opus 4.6,1m,10,GPQA Main,Gemma-3-4B-PT,16961786,gpqamain_google_gemma-3-4b-pt_16961786,[],Claude,run3,claude_non_api_claude-opus-4-6_1m__10h_run3::GPQA Main::Gemma-3-4B-PT,GPQA Main__Gemma-3-4B-PT,1,,claude_jsonl,high,complete,complete,valid,clean,clean,True,346,105,31,6,13,6,0,6,6,6,supervised_likelihood,supervised_likelihood,5,4,4,0,0.0,1.0,False,,7,0.25223214285714285,0.25223214285714285,1,0,False,299,289,0,[],checked,deterministic_rules,0,[]
1b92db9fe1cb74e697f9,glmx_glm-5.2-preview_1m__10h_run3,glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102/solve_out.txt,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102/solve_out.txt,,3bddd1dc5dd9eac8bbdd50ae166daab838e7c7de2855ca344f778b7c644bc5e8,09:19:39,present,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102/metrics.json,,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102/judge_output.json,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102/contamination_judgement.txt,data/PostTrainBench-Trajectories/glmx_glm-5.2-preview_1m__10h_run3/arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102/disallowed_model_judgement.txt,other,GLM-5.2 Preview,1m,10,ArenaHardWriting,SmolLM3-3B-Base,17345102,arenahardwriting_HuggingFaceTB_SmolLM3-3B-Base_17345102,[],GLM-X,run3,glmx_glm-5.2-preview_1m__10h_run3::ArenaHardWriting::SmolLM3-3B-Base,ArenaHardWriting__SmolLM3-3B-Base,1,,claude_jsonl,high,complete,complete,valid,clean,clean,True,1029,215,21,0,17,1,3,0,63,0,no_parameter_update,,0,0,0,0,,,False,,1,0.09053156146179402,0.09053156146179402,1,0,False,953,943,0,[],checked,deterministic_rules,0,[]
1b994b82dbd5d401331c,claude_non_api_claude-opus-4-8_10h_run1,claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/solve_out.txt,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/solve_out.txt,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/trace.txt,183e6fb0ccef80e61a6f9b6b66d5ac23996d5b1845cee64729cb97bdbd7e4fb0,07:43:25,present,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/metrics.json,,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/judge_output.json,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/contamination_judgement.txt,data/PostTrainBench-Trajectories/claude_non_api_claude-opus-4-8_10h_run1/aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543/disallowed_model_judgement.txt,claude,Claude Opus 4.8,,10,AIME 2025,SmolLM3-3B-Base,17308543,aime2025_HuggingFaceTB_SmolLM3-3B-Base_17308543,[],Claude,run1,claude_non_api_claude-opus-4-8_10h_run1::AIME 2025::SmolLM3-3B-Base,AIME 2025__SmolLM3-3B-Base,1,,claude_jsonl,high,complete,complete,valid,clean,clean,True,1403,170,10,0,10,0,0,0,58,0,no_parameter_update,,0,0,0,0,,,False,,1,0.2,0.2,1,0,False,1311,1301,0,[],checked,deterministic_rules,0,[]
1bd35f03a89418f178b4,opencode_opencode_gemini-3-pro_10h,opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677/solve_out.txt,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677/solve_out.txt,,a142c058407bc3646e588b8f702a0ea4fa988f23ec3c98a2d53f31b46b43a0a9,08:20:32,present,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677/metrics.json,,,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677/contamination_judgement.txt,data/PostTrainBench-Trajectories/opencode_opencode_gemini-3-pro_10h/gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677/disallowed_model_judgement.txt,other,Gemini 3 Pro,,10,GPQA Main,SmolLM3-3B-Base,16788677,gpqamain_HuggingFaceTB_SmolLM3-3B-Base_16788677,[],OpenCode,single,opencode_opencode_gemini-3-pro_10h::GPQA Main::SmolLM3-3B-Base,GPQA Main__SmolLM3-3B-Base,1,,opencode_jsonl,high,complete,complete,valid,clean,clean,True,170,57,16,9,4,2,0,1,2,9,supervised_likelihood,supervised_likelihood,9,8,8,0,0.0,1.0,False,,10,0.19866071428571427,0.19866071428571427,1,0,False,180,170,0,[],checked,deterministic_rules,0,[]
